ACC_YYMM,STATE_NAME,STATE_CODE,DISTRICT,BRANCH_CODE,BRANCH_NAME,CONTR_DESC,ASSET_MAKE_DESC,ASSET_TYPE,ASSET_LEVEL2_DESC,ASSET_CLASS_DESC,UNITS SOLD
202411,TAMIL NADU,TN,TENKASI,171,TENKASI,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,9
202504,TAMIL NADU,TN,TIRUVALLUR,324,TIRUVALLUR,NEW VEHICLES,MARUTI,NEXON,HATCHBACK,LUXURY,1
202410,TAMIL NADU,TN,TIRUVARUR,715,TIRUTHURAIPUNDI,USED VEHICLES,TATA,SANTRO,SUV,SMALL CARS,1
202407,TAMIL NADU,TN,VILLUPPURAM,387,KALLAKURICHI,USED VEHICLES,HYUNDAI,NEXON,SUV,MID SIZE,8
202506,TAMIL NADU,TN,CHENNAI,148,CHENNAI - KILPAUK / DISTRIBUTION,NEW VEHICLES,HYUNDAI,NEXON,HATCHBACK,LUXURY,2
202409,TAMIL NADU,TN,COIMBATORE,830,METTUPALAYAM,USED VEHICLES,TATA,NEXON,SEDAN,SMALL CARS,5
202505,TAMIL NADU,TN,CHENNAI,603,CHENNAI - ADYAR / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,9
202407,TAMIL NADU,TN,PUDUKKOTTAI,156,ARANTHANGI,USED VEHICLES,HONDA,NEXON,HATCHBACK,SMALL CARS,6
202504,TAMIL NADU,TN,SALEM,573,SALEM / COMMERCIAL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,SMALL CARS,6
202410,TAMIL NADU,TN,TIRUVARUR,618,THIRUVARUR,NEW VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,6
202505,TAMIL NADU,TN,DHARMAPURI,814,HARUR,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,4
202410,TAMIL NADU,TN,RAMANATHAPURAM,478,RAMANATHAPURAM,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,MID SIZE,8
202502,TAMIL NADU,TN,CHENNAI,873,CHENNAI - VILLIVAKKAM / COMMERCIAL,USED VEHICLES,HYUNDAI,NEXON,SUV,LUXURY,1
202507,TAMIL NADU,TN,MADURAI,534,MADURAI / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,2
202408,TAMIL NADU,TN,CUDDALORE,319,VIRUDHACHALAM,USED VEHICLES,MARUTI,SWIFT,SUV,SMALL CARS,6
202411,TAMIL NADU,TN,COIMBATORE,504,METTUPALAYAM,NEW VEHICLES,TATA,NEXON,HATCHBACK,MID SIZE,3
202502,TAMIL NADU,TN,CUDDALORE,768,CHIDAMBARAM,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,MID SIZE,3
202502,TAMIL NADU,TN,TIRUPPUR,900,TIRUPPUR / RETAIL,USED VEHICLES,HONDA,CITY,HATCHBACK,MID SIZE,5
202503,TAMIL NADU,TN,CHENNAI,714,CHENNAI - AMBATTUR / DISTRIBUTION,NEW VEHICLES,HONDA,SANTRO,SEDAN,LUXURY,8
202408,TAMIL NADU,TN,MADURAI,710,MADURAI / TRACTOR,USED VEHICLES,HYUNDAI,CITY,SEDAN,LUXURY,8
202407,TAMIL NADU,TN,CHENGALPATTU,950,MELMARUVATHUR,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,4
202410,TAMIL NADU,TN,VIRUDHUNAGAR,514,RAJAPALAYAM,USED VEHICLES,TATA,SANTRO,SUV,LUXURY,5
202505,TAMIL NADU,TN,MADURAI,962,MADURAI / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SUV,SMALL CARS,4
202503,TAMIL NADU,TN,THOOTHUKUDI,568,THOOTHUKUDI,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,7
202504,TAMIL NADU,TN,CHENNAI,690,CHENNAI - ASHOK NAGAR / DISTRIBUTION,NEW VEHICLES,HYUNDAI,NEXON,HATCHBACK,MID SIZE,8
202505,TAMIL NADU,TN,NAMAKKAL,269,TIRUCHENGODE,NEW VEHICLES,MARUTI,SANTRO,SUV,LUXURY,1
202502,TAMIL NADU,TN,CHENNAI,713,CHENNAI - VELACHERY / DISTRIBUTION,NEW VEHICLES,HYUNDAI,NEXON,SUV,SMALL CARS,6
202408,TAMIL NADU,TN,CUDDALORE,287,VIRUDHACHALAM / TRACTOR,USED VEHICLES,TATA,CITY,SEDAN,LUXURY,2
202504,TAMIL NADU,TN,COIMBATORE,968,COIMBATORE / SME,USED VEHICLES,TATA,NEXON,HATCHBACK,LUXURY,5
202503,TAMIL NADU,TN,THANJAVUR,313,THANJAVUR,NEW VEHICLES,TATA,SWIFT,HATCHBACK,MID SIZE,10
202410,TAMIL NADU,TN,COIMBATORE,103,COIMBATORE / TRACTOR,USED VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,6
202408,TAMIL NADU,TN,PERAMBALUR,784,PERAMBALUR,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,MID SIZE,10
202411,TAMIL NADU,TN,COIMBATORE,267,COIMBATORE - MALUMICHAMPATTI / COMMERCIAL,USED VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,6
202502,TAMIL NADU,TN,KANCHEEPURAM,498,SRIPERUMBUDUR / SME,NEW VEHICLES,HONDA,NEXON,HATCHBACK,MID SIZE,4
202408,TAMIL NADU,TN,TIRUPPUR,364,TIRUPPUR / COMMERCIAL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,7
202412,TAMIL NADU,TN,KANCHEEPURAM,794,KANCHEEPURAM,NEW VEHICLES,HONDA,CITY,SUV,LUXURY,1
202410,TAMIL NADU,TN,SALEM,390,ATTUR / TRACTOR,NEW VEHICLES,HONDA,SWIFT,SUV,MID SIZE,1
202504,TAMIL NADU,TN,COIMBATORE,431,METTUPALAYAM,NEW VEHICLES,MARUTI,CITY,SEDAN,LUXURY,8
202409,TAMIL NADU,TN,CHENNAI,979,CHENNAI - WHITES ROAD / CORPORATE ACCOUNTS,NEW VEHICLES,MARUTI,SWIFT,SUV,MID SIZE,8
202501,TAMIL NADU,TN,KANYAKUMARI,627,NAGERCOIL,USED VEHICLES,HONDA,SANTRO,HATCHBACK,SMALL CARS,1
202501,TAMIL NADU,TN,KANCHEEPURAM,894,SRIPERUMBUDUR,USED VEHICLES,HONDA,SWIFT,SUV,LUXURY,3
202409,TAMIL NADU,TN,CHENNAI,669,CHENNAI - ADYAR / RETAIL,USED VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,7
202501,TAMIL NADU,TN,TIRUVANNAMALAI,797,ARNI,NEW VEHICLES,MARUTI,CITY,HATCHBACK,LUXURY,6
202505,TAMIL NADU,TN,THANJAVUR,995,KUMBAKONAM,USED VEHICLES,MARUTI,CITY,SUV,SMALL CARS,8
202411,TAMIL NADU,TN,CHENNAI,711,CHENNAI - ASHOK NAGAR / DISTRIBUTION,USED VEHICLES,HONDA,SWIFT,SUV,MID SIZE,3
202412,TAMIL NADU,TN,DHARMAPURI,885,DHARMAPURI / TRACTOR,NEW VEHICLES,HONDA,SANTRO,SUV,LUXURY,1
202411,TAMIL NADU,TN,CHENNAI,956,CHENNAI - TAMBARAM / DISTRIBUTION,USED VEHICLES,MARUTI,NEXON,SEDAN,SMALL CARS,10
202504,TAMIL NADU,TN,VELLORE,208,VELLORE / COMMERCIAL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,MID SIZE,7
202411,TAMIL NADU,TN,THOOTHUKUDI,987,KOVILPATTI,USED VEHICLES,HONDA,CITY,HATCHBACK,MID SIZE,4
202408,TAMIL NADU,TN,TIRUCHIRAPPALLI,731,TIRUCHIRAPPALLI / SME,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,SMALL CARS,7
202503,TAMIL NADU,TN,MADURAI,893,MADURAI / TRACTOR,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,8
202409,TAMIL NADU,TN,SALEM,557,SALEM / COMMERCIAL,USED VEHICLES,MARUTI,CITY,SEDAN,MID SIZE,4
202410,TAMIL NADU,TN,CHENNAI,255,CHENNAI - CHROMEPET / COMMERCIAL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,MID SIZE,2
202407,TAMIL NADU,TN,COIMBATORE,523,COIMBATORE / RETAIL,USED VEHICLES,MARUTI,CITY,HATCHBACK,MID SIZE,2
202503,TAMIL NADU,TN,COIMBATORE,456,COIMBATORE - VADAVALLI / DISTRIBUTION,USED VEHICLES,TATA,SWIFT,SEDAN,MID SIZE,1
202501,TAMIL NADU,TN,COIMBATORE,832,COIMBATORE - SAIBABA COLONY / DISTRIBUTION,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,SMALL CARS,9
202507,TAMIL NADU,TN,PUDUKKOTTAI,194,ARANTHANGI,USED VEHICLES,HONDA,SANTRO,SEDAN,LUXURY,2
202407,TAMIL NADU,TN,KANCHEEPURAM,248,KANCHEEPURAM,USED VEHICLES,HONDA,SWIFT,HATCHBACK,MID SIZE,6
202411,TAMIL NADU,TN,PERAMBALUR,812,PERAMBALUR,USED VEHICLES,HYUNDAI,NEXON,SEDAN,LUXURY,6
202411,TAMIL NADU,TN,CUDDALORE,197,CUDDALORE,USED VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,3
202505,TAMIL NADU,TN,SALEM,129,ATTUR,USED VEHICLES,MARUTI,SANTRO,SUV,MID SIZE,3
202410,TAMIL NADU,TN,COIMBATORE,384,COIMBATORE / TRACTOR,USED VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,3
202411,TAMIL NADU,TN,NILGIRIS,427,COONOOR,NEW VEHICLES,MARUTI,SANTRO,SUV,LUXURY,10
202507,TAMIL NADU,TN,THOOTHUKUDI,565,KOVILPATTI,NEW VEHICLES,TATA,SANTRO,SEDAN,LUXURY,6
202506,TAMIL NADU,TN,THENI,614,THENI,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,5
202505,TAMIL NADU,TN,VELLORE,490,VELLORE / TRACTOR,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,9
202410,TAMIL NADU,TN,SIVAGANGA,193,KARAIKUDI,NEW VEHICLES,TATA,NEXON,SUV,LUXURY,1
202408,TAMIL NADU,TN,THOOTHUKUDI,473,KOVILPATTI,USED VEHICLES,HONDA,CITY,HATCHBACK,MID SIZE,3
202408,TAMIL NADU,TN,THANJAVUR,219,THANJAVUR,NEW VEHICLES,TATA,SWIFT,SEDAN,SMALL CARS,5
202409,TAMIL NADU,TN,COIMBATORE,994,COIMBATORE - VADAVALLI / DISTRIBUTION,NEW VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,8
202503,TAMIL NADU,TN,CUDDALORE,716,VIRUDHACHALAM,NEW VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,10
202506,TAMIL NADU,TN,MADURAI,254,MADURAI / SME,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,LUXURY,3
202411,TAMIL NADU,TN,DHARMAPURI,456,HARUR,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,8
202411,TAMIL NADU,TN,TIRUVANNAMALAI,991,TIRUVANNAMALAI / TRACTOR,USED VEHICLES,TATA,SANTRO,SUV,MID SIZE,8
202504,TAMIL NADU,TN,CHENNAI,116,CHENNAI - VILLIVAKKAM / COMMERCIAL,NEW VEHICLES,HONDA,CITY,SEDAN,MID SIZE,4
202501,TAMIL NADU,TN,VILLUPPURAM,229,THINDIVANAM,USED VEHICLES,HYUNDAI,CITY,SEDAN,SMALL CARS,5
202411,TAMIL NADU,TN,VELLORE,744,TIRUPATTUR,USED VEHICLES,MARUTI,NEXON,HATCHBACK,MID SIZE,8
202504,TAMIL NADU,TN,VIRUDHUNAGAR,998,VIRUDHUNAGAR / TRACTOR,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,2
202501,TAMIL NADU,TN,TIRUVANNAMALAI,221,WANDAVASI / TRACTOR,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,SMALL CARS,10
202407,TAMIL NADU,TN,ERODE,386,ERODE,USED VEHICLES,TATA,SWIFT,SUV,LUXURY,1
202412,TAMIL NADU,TN,VIRUDHUNAGAR,195,VIRUDHUNAGAR,USED VEHICLES,MARUTI,CITY,SUV,SMALL CARS,3
202412,TAMIL NADU,TN,COIMBATORE,271,UDUMALPET,NEW VEHICLES,HONDA,SANTRO,SUV,LUXURY,6
202505,TAMIL NADU,TN,TIRUVALLUR,488,CHENNAI - AVADI,NEW VEHICLES,TATA,SWIFT,SUV,SMALL CARS,4
202412,TAMIL NADU,TN,ERODE,450,ERODE,NEW VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,2
202412,TAMIL NADU,TN,CHENGALPATTU,515,CHENGALPATTU,USED VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,2
202411,TAMIL NADU,TN,TIRUVARUR,598,TIRUTHURAIPUNDI,USED VEHICLES,MARUTI,SWIFT,SUV,LUXURY,5
202410,TAMIL NADU,TN,VELLORE,524,VELLORE / RETAIL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,SMALL CARS,4
202411,TAMIL NADU,TN,COIMBATORE,512,COIMBATORE / RETAIL,USED VEHICLES,MARUTI,CITY,SEDAN,LUXURY,7
202501,TAMIL NADU,TN,CHENNAI,126,CHENNAI - AMBATTUR / SME,NEW VEHICLES,TATA,NEXON,SUV,LUXURY,10
202502,TAMIL NADU,TN,KANCHEEPURAM,429,KANCHEEPURAM / TRACTOR,NEW VEHICLES,TATA,SWIFT,HATCHBACK,LUXURY,3
202412,TAMIL NADU,TN,TIRUPPUR,807,TIRUPPUR / SME,NEW VEHICLES,HYUNDAI,CITY,SUV,LUXURY,1
202408,TAMIL NADU,TN,PUDUKKOTTAI,339,PUDUKKOTTAI,USED VEHICLES,TATA,CITY,HATCHBACK,SMALL CARS,9
202506,TAMIL NADU,TN,COIMBATORE,360,COIMBATORE / COMMERCIAL,NEW VEHICLES,MARUTI,SANTRO,SUV,LUXURY,7
202501,TAMIL NADU,TN,CHENNAI,948,CHENNAI - CHROMEPET / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,SMALL CARS,5
202407,TAMIL NADU,TN,TENKASI,155,TENKASI,USED VEHICLES,HYUNDAI,SANTRO,SUV,MID SIZE,1
202407,TAMIL NADU,TN,KANYAKUMARI,469,NAGERCOIL,USED VEHICLES,HONDA,SANTRO,HATCHBACK,MID SIZE,9
202408,TAMIL NADU,TN,DINDIGUL,867,ODDANCHATRAM,NEW VEHICLES,TATA,SANTRO,SUV,LUXURY,7
202411,TAMIL NADU,TN,COIMBATORE,618,POLLACHI,USED VEHICLES,TATA,NEXON,HATCHBACK,LUXURY,2
202408,TAMIL NADU,TN,TIRUVARUR,709,THIRUVARUR,NEW VEHICLES,HONDA,NEXON,SUV,MID SIZE,2
202502,TAMIL NADU,TN,TIRUCHIRAPPALLI,712,THURAIYUR,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,3
202412,TAMIL NADU,TN,THENI,988,THENI,USED VEHICLES,MARUTI,SANTRO,SEDAN,LUXURY,8
202502,TAMIL NADU,TN,KANCHEEPURAM,304,KANCHEEPURAM,USED VEHICLES,HONDA,SANTRO,SEDAN,LUXURY,8
202408,TAMIL NADU,TN,TIRUNELVELI,181,TIRUNELVELI,NEW VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,7
202408,TAMIL NADU,TN,ERODE,395,DHARAPURAM,USED VEHICLES,MARUTI,NEXON,HATCHBACK,SMALL CARS,7
202411,TAMIL NADU,TN,NAGAPATTINAM,587,NAGAPATTINAM,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,6
202410,TAMIL NADU,TN,COIMBATORE,399,COIMBATORE - VADAVALLI / DISTRIBUTION,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,9
202407,TAMIL NADU,TN,THENI,932,THENI,USED VEHICLES,HONDA,SANTRO,SEDAN,SMALL CARS,2
202411,TAMIL NADU,TN,SALEM,550,ATTUR / TRACTOR,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,7
202411,TAMIL NADU,TN,SALEM,105,SALEM / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,2
202504,TAMIL NADU,TN,VIRUDHUNAGAR,927,SIVAKASI,USED VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,5
202506,TAMIL NADU,TN,CHENNAI,459,CHENNAI - PARRYS CORNER / COMMERCIAL,USED VEHICLES,HYUNDAI,CITY,HATCHBACK,MID SIZE,3
202506,TAMIL NADU,TN,SIVAGANGA,227,KARAIKUDI,NEW VEHICLES,HONDA,SWIFT,SEDAN,SMALL CARS,8
202407,TAMIL NADU,TN,TIRUVALLUR,710,TIRUVALLUR,NEW VEHICLES,MARUTI,NEXON,SEDAN,LUXURY,9
202409,TAMIL NADU,TN,COIMBATORE,862,COIMBATORE / TRACTOR,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,6
202502,TAMIL NADU,TN,CHENNAI,286,CHENNAI - ADYAR / RETAIL,USED VEHICLES,MARUTI,SANTRO,HATCHBACK,SMALL CARS,7
202408,TAMIL NADU,TN,RAMANATHAPURAM,169,PARAMAKUDI,USED VEHICLES,HONDA,SANTRO,SUV,LUXURY,1
202506,TAMIL NADU,TN,TIRUCHIRAPPALLI,766,THURAIYUR,NEW VEHICLES,TATA,CITY,SEDAN,MID SIZE,2
202504,TAMIL NADU,TN,KRISHNAGIRI,778,KRISHNAGIRI / TRACTOR,USED VEHICLES,MARUTI,CITY,SEDAN,LUXURY,6
202503,TAMIL NADU,TN,TIRUVANNAMALAI,860,WANDAVASI / TRACTOR,NEW VEHICLES,TATA,SWIFT,SUV,SMALL CARS,1
202409,TAMIL NADU,TN,VIRUDHUNAGAR,454,SIVAKASI / SME,USED VEHICLES,MARUTI,NEXON,SUV,LUXURY,4
202412,TAMIL NADU,TN,KANCHEEPURAM,898,KANCHEEPURAM,NEW VEHICLES,HONDA,CITY,SUV,SMALL CARS,3
202410,TAMIL NADU,TN,DHARMAPURI,104,DHARMAPURI / TRACTOR,USED VEHICLES,TATA,SWIFT,SEDAN,LUXURY,1
202409,TAMIL NADU,TN,NILGIRIS,169,OOTY,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,6
202505,TAMIL NADU,TN,TIRUNELVELI,737,TIRUNELVELI / DISTRIBUTION,USED VEHICLES,HONDA,SANTRO,SEDAN,MID SIZE,7
202502,TAMIL NADU,TN,COIMBATORE,209,COIMBATORE / TRACTOR,NEW VEHICLES,TATA,SANTRO,SUV,MID SIZE,4
202503,TAMIL NADU,TN,DHARMAPURI,900,HARUR,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,MID SIZE,5
202408,TAMIL NADU,TN,VELLORE,567,GUDIYATHAM,USED VEHICLES,TATA,SWIFT,SEDAN,MID SIZE,6
202502,TAMIL NADU,TN,CHENNAI,608,CHENNAI - KILPAUK / DISTRIBUTION,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,4
202503,TAMIL NADU,TN,CHENNAI,553,CHENNAI - MYLAPORE / DISTRIBUTION,NEW VEHICLES,HONDA,NEXON,HATCHBACK,MID SIZE,1
202411,TAMIL NADU,TN,KANCHEEPURAM,271,KANCHEEPURAM,USED VEHICLES,TATA,CITY,SEDAN,SMALL CARS,9
202504,TAMIL NADU,TN,THANJAVUR,823,PATTUKOTTAI,USED VEHICLES,TATA,CITY,SEDAN,SMALL CARS,1
202501,TAMIL NADU,TN,COIMBATORE,884,UDUMALPET,NEW VEHICLES,MARUTI,CITY,SEDAN,MID SIZE,3
202409,TAMIL NADU,TN,RAMANATHAPURAM,910,PARAMAKUDI,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,MID SIZE,9
202503,TAMIL NADU,TN,TIRUVALLUR,532,PONNERI,USED VEHICLES,MARUTI,SANTRO,HATCHBACK,LUXURY,2
202412,TAMIL NADU,TN,CHENGALPATTU,879,MELMARUVATHUR,USED VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,4
202411,TAMIL NADU,TN,TIRUVARUR,213,THIRUVARUR,USED VEHICLES,MARUTI,CITY,SEDAN,SMALL CARS,5
202408,TAMIL NADU,TN,CHENNAI,781,CHENNAI - VELACHERY / DISTRIBUTION,NEW VEHICLES,HYUNDAI,CITY,SEDAN,LUXURY,6
202503,TAMIL NADU,TN,VELLORE,500,RANIPET,NEW VEHICLES,MARUTI,SWIFT,SUV,LUXURY,7
202504,TAMIL NADU,TN,CHENNAI,862,CHENNAI - WHITES ROAD / COMMERCIAL,USED VEHICLES,HYUNDAI,CITY,SUV,SMALL CARS,4
202411,TAMIL NADU,TN,TIRUNELVELI,556,VALLIOOR,NEW VEHICLES,TATA,SANTRO,SUV,LUXURY,10
202409,TAMIL NADU,TN,TIRUCHIRAPPALLI,659,TRICHY / DISTRIBUTION,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,SMALL CARS,2
202502,TAMIL NADU,TN,TIRUCHIRAPPALLI,993,MUSIRI,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,SMALL CARS,7
202503,TAMIL NADU,TN,CHENNAI,239,CHENNAI - VILLIVAKKAM / COMMERCIAL,USED VEHICLES,MARUTI,CITY,HATCHBACK,LUXURY,8
202407,TAMIL NADU,TN,KANCHEEPURAM,729,KANCHEEPURAM,USED VEHICLES,TATA,CITY,SEDAN,LUXURY,7
202408,TAMIL NADU,TN,PUDUKKOTTAI,568,ARANTHANGI,NEW VEHICLES,TATA,NEXON,SUV,LUXURY,10
202502,TAMIL NADU,TN,TIRUCHIRAPPALLI,331,TIRUCHIRAPPALLI / SME,USED VEHICLES,TATA,CITY,SEDAN,MID SIZE,3
202409,TAMIL NADU,TN,MADURAI,680,MADURAI / TRACTOR,NEW VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,7
202505,TAMIL NADU,TN,TIRUVALLUR,541,PONNERI,USED VEHICLES,TATA,SWIFT,SEDAN,LUXURY,8
202408,TAMIL NADU,TN,VELLORE,735,VELLORE / TRACTOR,NEW VEHICLES,TATA,SANTRO,SEDAN,LUXURY,5
202410,TAMIL NADU,TN,CHENNAI,431,CHENNAI - CHROMEPET / COMMERCIAL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,SMALL CARS,4
202412,TAMIL NADU,TN,CHENNAI,182,CHENNAI - PATULLOS ROAD / SME,NEW VEHICLES,MARUTI,CITY,SEDAN,MID SIZE,6
202412,TAMIL NADU,TN,TIRUCHIRAPPALLI,421,TRICHY / TRACTOR,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,5
202501,TAMIL NADU,TN,TIRUNELVELI,827,SANKARANKOVIL,USED VEHICLES,TATA,SWIFT,SUV,SMALL CARS,7
202503,TAMIL NADU,TN,TIRUCHIRAPPALLI,735,MUSIRI,NEW VEHICLES,MARUTI,SWIFT,SUV,MID SIZE,2
202504,TAMIL NADU,TN,VILLUPPURAM,116,KALLAKURICHI / TRACTOR,USED VEHICLES,MARUTI,NEXON,SEDAN,LUXURY,6
202411,TAMIL NADU,TN,THENI,397,THENI,NEW VEHICLES,HYUNDAI,CITY,SUV,MID SIZE,8
202507,TAMIL NADU,TN,VIRUDHUNAGAR,735,VIRUDHUNAGAR / TRACTOR,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,7
202502,TAMIL NADU,TN,VILLUPPURAM,363,VILLUPPURAM,USED VEHICLES,TATA,CITY,SEDAN,MID SIZE,8
202409,TAMIL NADU,TN,CHENNAI,846,CHENNAI - ASHOK NAGAR / DISTRIBUTION,USED VEHICLES,TATA,SANTRO,SUV,LUXURY,6
202502,TAMIL NADU,TN,CHENNAI,238,CHENNAI - WHITES ROAD / COMMERCIAL,NEW VEHICLES,HONDA,CITY,HATCHBACK,SMALL CARS,6
202409,TAMIL NADU,TN,TIRUCHIRAPPALLI,605,TRICHY / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,4
202407,TAMIL NADU,TN,TIRUCHIRAPPALLI,620,MUSIRI,NEW VEHICLES,MARUTI,NEXON,SUV,SMALL CARS,9
202502,TAMIL NADU,TN,SALEM,412,METTUR,NEW VEHICLES,MARUTI,SWIFT,SUV,SMALL CARS,3
202409,TAMIL NADU,TN,SIVAGANGA,384,KARAIKUDI,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,SMALL CARS,5
202412,TAMIL NADU,TN,ERODE,634,SATHYAMANGALAM,NEW VEHICLES,TATA,CITY,SEDAN,MID SIZE,6
202412,TAMIL NADU,TN,SALEM,385,ATTUR,USED VEHICLES,MARUTI,NEXON,SEDAN,LUXURY,3
202504,TAMIL NADU,TN,VILLUPPURAM,718,THINDIVANAM,NEW VEHICLES,MARUTI,NEXON,SEDAN,SMALL CARS,4
202506,TAMIL NADU,TN,MADURAI,757,MADURAI / RETAIL,USED VEHICLES,HYUNDAI,CITY,HATCHBACK,MID SIZE,7
202506,TAMIL NADU,TN,CHENNAI,467,CHENNAI - KILPAUK / DISTRIBUTION,USED VEHICLES,TATA,SWIFT,SEDAN,SMALL CARS,2
202408,TAMIL NADU,TN,ERODE,671,BHAVANI,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,1
202504,TAMIL NADU,TN,COIMBATORE,372,POLLACHI,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,LUXURY,7
202501,TAMIL NADU,TN,NILGIRIS,893,COONOOR,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,SMALL CARS,4
202408,TAMIL NADU,TN,NAMAKKAL,371,NAMAKKAL,NEW VEHICLES,TATA,CITY,SUV,MID SIZE,6
202411,TAMIL NADU,TN,DHARMAPURI,226,DHARMAPURI / TRACTOR,USED VEHICLES,MARUTI,SANTRO,SUV,MID SIZE,3
202502,TAMIL NADU,TN,KANCHEEPURAM,589,SRIPERUMBUDUR / SME,NEW VEHICLES,TATA,SWIFT,SEDAN,LUXURY,8
202408,TAMIL NADU,TN,CHENNAI,653,CHENNAI - SAIDAPET / SME,USED VEHICLES,MARUTI,NEXON,SUV,SMALL CARS,5
202409,TAMIL NADU,TN,DINDIGUL,780,DINDIGUL,NEW VEHICLES,TATA,SWIFT,SUV,LUXURY,6
202505,TAMIL NADU,TN,CHENNAI,467,CHENNAI - VALASARAVAKKAM / DISTRIBUTION,NEW VEHICLES,MARUTI,NEXON,SUV,LUXURY,6
202410,TAMIL NADU,TN,CHENNAI,296,CHENNAI - AMBATTUR / SME,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,10
202412,TAMIL NADU,TN,TIRUCHIRAPPALLI,444,TIRUCHIRAPPALLI / SME,USED VEHICLES,MARUTI,NEXON,SUV,LUXURY,1
202407,TAMIL NADU,TN,THANJAVUR,144,THANJAVUR,USED VEHICLES,HYUNDAI,CITY,SEDAN,SMALL CARS,6
202407,TAMIL NADU,TN,TIRUNELVELI,505,TIRUNELVELI,NEW VEHICLES,HONDA,NEXON,SEDAN,LUXURY,7
202409,TAMIL NADU,TN,TIRUCHIRAPPALLI,107,MUSIRI,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,SMALL CARS,1
202506,TAMIL NADU,TN,THOOTHUKUDI,665,KOVILPATTI,USED VEHICLES,HYUNDAI,SANTRO,SUV,SMALL CARS,1
202407,TAMIL NADU,TN,CHENNAI,472,CHENNAI - VALASARAVAKKAM / DISTRIBUTION,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,MID SIZE,10
